reactant_a,reactant_b,combination_type,primary_product_formula,primary_product_name,balanced_equation,state_at_stp,conditions,facts,common_misconception,confidence
He,Ni,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Cu,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Zn,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Ga,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Ge,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,As,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Se,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Br,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Kr,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Rb,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Sr,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Y,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Zr,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Nb,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Mo,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Tc,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Ru,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Rh,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Pd,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Ag,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Cd,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,In,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Sn,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Sb,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Te,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,I,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Xe,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Cs,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Ba,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,La,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Ce,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Pr,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Nd,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Pm,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
He,Sm,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Helium is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
